bytes_in,bytes_out,destination.bytes,source.bytes,network.bytes,event.duration,source.ip,destination.ip,source.port,network.packets,destination.port,attack
76.0,56.0,56.0,76.0,132.0,30750.0,10.10.10.10,10.10.10.30,41020.0,2,31394.0,1.0
76.0,56.0,56.0,76.0,132.0,17310.0,10.10.10.10,10.10.10.30,60158.0,2,31395.0,1.0
76.0,56.0,56.0,76.0,132.0,10600.0,10.10.10.10,10.10.10.30,55652.0,2,31396.0,1.0
76.0,56.0,56.0,76.0,132.0,22010.0,10.10.10.10,10.10.10.30,33224.0,2,31397.0,1.0
76.0,56.0,56.0,76.0,132.0,11540.0,10.10.10.10,10.10.10.30,37386.0,2,31398.0,1.0
76.0,56.0,56.0,76.0,132.0,14050.0,10.10.10.10,10.10.10.30,33706.0,2,31399.0,1.0
76.0,56.0,56.0,76.0,132.0,11460.0,10.10.10.10,10.10.10.30,34490.0,2,31400.0,1.0
76.0,56.0,56.0,76.0,132.0,10930.0,10.10.10.10,10.10.10.30,49114.0,2,31401.0,1.0
76.0,56.0,56.0,76.0,132.0,10910.0,10.10.10.10,10.10.10.30,58092.0,2,31402.0,1.0
76.0,56.0,56.0,76.0,132.0,11410.0,10.10.10.10,10.10.10.30,48172.0,2,31403.0,1.0
76.0,56.0,56.0,76.0,132.0,10920.0,10.10.10.10,10.10.10.30,52134.0,2,31404.0,1.0
76.0,56.0,56.0,76.0,132.0,10970.0,10.10.10.10,10.10.10.30,37044.0,2,31405.0,1.0
76.0,56.0,56.0,76.0,132.0,15700.0,10.10.10.10,10.10.10.30,59646.0,2,31406.0,1.0
76.0,56.0,56.0,76.0,132.0,16720.0,10.10.10.10,10.10.10.30,52332.0,2,31407.0,1.0
76.0,56.0,56.0,76.0,132.0,12730.0,10.10.10.10,10.10.10.30,38374.0,2,31408.0,1.0
76.0,56.0,56.0,76.0,132.0,13440.0,10.10.10.10,10.10.10.30,45266.0,2,31409.0,1.0
76.0,56.0,56.0,76.0,132.0,14100.0,10.10.10.10,10.10.10.30,55866.0,2,31410.0,1.0
76.0,56.0,56.0,76.0,132.0,15460.0,10.10.10.10,10.10.10.30,43526.0,2,31411.0,1.0
76.0,56.0,56.0,76.0,132.0,22760.0,10.10.10.10,10.10.10.30,59222.0,2,31412.0,1.0
76.0,56.0,56.0,76.0,132.0,13690.0,10.10.10.10,10.10.10.30,40898.0,2,31413.0,1.0
76.0,56.0,56.0,76.0,132.0,44890.0,10.10.10.10,10.10.10.30,45062.0,2,31414.0,1.0
76.0,56.0,56.0,76.0,132.0,15190.0,10.10.10.10,10.10.10.30,36460.0,2,31415.0,1.0
76.0,56.0,56.0,76.0,132.0,13770.0,10.10.10.10,10.10.10.30,41948.0,2,31416.0,1.0
76.0,56.0,56.0,76.0,132.0,13530.0,10.10.10.10,10.10.10.30,42030.0,2,31417.0,1.0
76.0,56.0,56.0,76.0,132.0,24400.0,10.10.10.10,10.10.10.30,58012.0,2,31418.0,1.0
76.0,56.0,56.0,76.0,132.0,13720.0,10.10.10.10,10.10.10.30,42972.0,2,31419.0,1.0
76.0,56.0,56.0,76.0,132.0,12870.0,10.10.10.10,10.10.10.30,54342.0,2,31420.0,1.0
76.0,56.0,56.0,76.0,132.0,11850.0,10.10.10.10,10.10.10.30,42512.0,2,31421.0,1.0
76.0,56.0,56.0,76.0,132.0,12200.0,10.10.10.10,10.10.10.30,43014.0,2,31422.0,1.0
76.0,56.0,56.0,76.0,132.0,11850.0,10.10.10.10,10.10.10.30,54420.0,2,31423.0,1.0
76.0,56.0,56.0,76.0,132.0,11080.0,10.10.10.10,10.10.10.30,47456.0,2,31424.0,1.0
76.0,56.0,56.0,76.0,132.0,11310.0,10.10.10.10,10.10.10.30,57042.0,2,31425.0,1.0
76.0,56.0,56.0,76.0,132.0,10910.0,10.10.10.10,10.10.10.30,45410.0,2,31426.0,1.0
76.0,56.0,56.0,76.0,132.0,11960.0,10.10.10.10,10.10.10.30,34266.0,2,31427.0,1.0
76.0,56.0,56.0,76.0,132.0,10900.0,10.10.10.10,10.10.10.30,34464.0,2,31428.0,1.0
76.0,56.0,56.0,76.0,132.0,10850.0,10.10.10.10,10.10.10.30,48736.0,2,31429.0,1.0
76.0,56.0,56.0,76.0,132.0,12720.0,10.10.10.10,10.10.10.30,45128.0,2,31430.0,1.0
76.0,56.0,56.0,76.0,132.0,12220.0,10.10.10.10,10.10.10.30,44512.0,2,31431.0,1.0
76.0,56.0,56.0,76.0,132.0,10650.0,10.10.10.10,10.10.10.30,40096.0,2,31432.0,1.0
76.0,56.0,56.0,76.0,132.0,10960.0,10.10.10.10,10.10.10.30,51014.0,2,31433.0,1.0
76.0,56.0,56.0,76.0,132.0,12380.0,10.10.10.10,10.10.10.30,55560.0,2,31434.0,1.0
76.0,56.0,56.0,76.0,132.0,11950.0,10.10.10.10,10.10.10.30,48568.0,2,31435.0,1.0
76.0,56.0,56.0,76.0,132.0,11070.0,10.10.10.10,10.10.10.30,47568.0,2,31436.0,1.0
76.0,56.0,56.0,76.0,132.0,11920.0,10.10.10.10,10.10.10.30,58024.0,2,31437.0,1.0
76.0,56.0,56.0,76.0,132.0,11580.0,10.10.10.10,10.10.10.30,45812.0,2,31438.0,1.0
76.0,56.0,56.0,76.0,132.0,12210.0,10.10.10.10,10.10.10.30,37616.0,2,31439.0,1.0
76.0,56.0,56.0,76.0,132.0,11180.0,10.10.10.10,10.10.10.30,56518.0,2,31440.0,1.0
76.0,56.0,56.0,76.0,132.0,10940.0,10.10.10.10,10.10.10.30,52904.0,2,31441.0,1.0
76.0,56.0,56.0,76.0,132.0,11150.0,10.10.10.10,10.10.10.30,53006.0,2,31442.0,1.0
76.0,56.0,56.0,76.0,132.0,12380.0,10.10.10.10,10.10.10.30,40220.0,2,31443.0,1.0
76.0,56.0,56.0,76.0,132.0,10890.0,10.10.10.10,10.10.10.30,50444.0,2,31444.0,1.0
76.0,56.0,56.0,76.0,132.0,10950.0,10.10.10.10,10.10.10.30,34366.0,2,31445.0,1.0
76.0,56.0,56.0,76.0,132.0,11080.0,10.10.10.10,10.10.10.30,50560.0,2,31446.0,1.0
76.0,56.0,56.0,76.0,132.0,294780.0,10.10.10.10,10.10.10.30,59130.0,2,31447.0,1.0
76.0,56.0,56.0,76.0,132.0,16020.0,10.10.10.10,10.10.10.30,58608.0,2,31448.0,1.0
76.0,56.0,56.0,76.0,132.0,61970.0,10.10.10.10,10.10.10.30,59224.0,2,31449.0,1.0
76.0,56.0,56.0,76.0,132.0,13050.0,10.10.10.10,10.10.10.30,58370.0,2,31450.0,1.0
76.0,56.0,56.0,76.0,132.0,15640.0,10.10.10.10,10.10.10.30,58970.0,2,31451.0,1.0
76.0,56.0,56.0,76.0,132.0,13019.0,10.10.10.10,10.10.10.30,57998.0,2,31452.0,1.0
76.0,56.0,56.0,76.0,132.0,13460.0,10.10.10.10,10.10.10.30,36404.0,2,31453.0,1.0
76.0,56.0,56.0,76.0,132.0,180350.0,10.10.10.10,10.10.10.30,34338.0,2,31454.0,1.0
76.0,56.0,56.0,76.0,132.0,19700.0,10.10.10.10,10.10.10.30,51524.0,2,31455.0,1.0
76.0,56.0,56.0,76.0,132.0,59610.0,10.10.10.10,10.10.10.30,51028.0,2,31456.0,1.0
76.0,56.0,56.0,76.0,132.0,14880.0,10.10.10.10,10.10.10.30,53084.0,2,31457.0,1.0
76.0,56.0,56.0,76.0,132.0,15150.0,10.10.10.10,10.10.10.30,60616.0,2,31458.0,1.0
76.0,56.0,56.0,76.0,132.0,19060.0,10.10.10.10,10.10.10.30,51280.0,2,31459.0,1.0
76.0,56.0,56.0,76.0,132.0,18320.0,10.10.10.10,10.10.10.30,55350.0,2,31460.0,1.0
76.0,56.0,56.0,76.0,132.0,13080.0,10.10.10.10,10.10.10.30,60784.0,2,31461.0,1.0
76.0,56.0,56.0,76.0,132.0,14560.0,10.10.10.10,10.10.10.30,39068.0,2,31462.0,1.0
76.0,56.0,56.0,76.0,132.0,16730.0,10.10.10.10,10.10.10.30,38036.0,2,31463.0,1.0
76.0,56.0,56.0,76.0,132.0,16170.0,10.10.10.10,10.10.10.30,45052.0,2,31464.0,1.0
76.0,56.0,56.0,76.0,132.0,20320.0,10.10.10.10,10.10.10.30,35216.0,2,31465.0,1.0
76.0,56.0,56.0,76.0,132.0,11720.0,10.10.10.10,10.10.10.30,48850.0,2,31466.0,1.0
76.0,56.0,56.0,76.0,132.0,13350.0,10.10.10.10,10.10.10.30,48134.0,2,31467.0,1.0
76.0,56.0,56.0,76.0,132.0,54490.0,10.10.10.10,10.10.10.30,38776.0,2,31468.0,1.0
76.0,56.0,56.0,76.0,132.0,13080.0,10.10.10.10,10.10.10.30,45498.0,2,31469.0,1.0
76.0,56.0,56.0,76.0,132.0,12760.0,10.10.10.10,10.10.10.30,49214.0,2,31470.0,1.0
76.0,56.0,56.0,76.0,132.0,13230.0,10.10.10.10,10.10.10.30,37932.0,2,31471.0,1.0
76.0,56.0,56.0,76.0,132.0,13700.0,10.10.10.10,10.10.10.30,49650.0,2,31472.0,1.0
76.0,56.0,56.0,76.0,132.0,61360.0,10.10.10.10,10.10.10.30,44466.0,2,31473.0,1.0
76.0,56.0,56.0,76.0,132.0,12750.0,10.10.10.10,10.10.10.30,40898.0,2,31474.0,1.0
76.0,56.0,56.0,76.0,132.0,11840.0,10.10.10.10,10.10.10.30,57908.0,2,31475.0,1.0
76.0,56.0,56.0,76.0,132.0,53130.0,10.10.10.10,10.10.10.30,60664.0,2,31476.0,1.0
76.0,56.0,56.0,76.0,132.0,13250.0,10.10.10.10,10.10.10.30,38774.0,2,31477.0,1.0
76.0,56.0,56.0,76.0,132.0,12240.0,10.10.10.10,10.10.10.30,58062.0,2,31478.0,1.0
76.0,56.0,56.0,76.0,132.0,11350.0,10.10.10.10,10.10.10.30,59756.0,2,31479.0,1.0
76.0,56.0,56.0,76.0,132.0,11560.0,10.10.10.10,10.10.10.30,47642.0,2,31480.0,1.0
76.0,56.0,56.0,76.0,132.0,10970.0,10.10.10.10,10.10.10.30,50946.0,2,31481.0,1.0
76.0,56.0,56.0,76.0,132.0,11270.0,10.10.10.10,10.10.10.30,53212.0,2,31484.0,1.0
76.0,56.0,56.0,76.0,132.0,11210.0,10.10.10.10,10.10.10.30,38212.0,2,31485.0,1.0
76.0,56.0,56.0,76.0,132.0,10890.0,10.10.10.10,10.10.10.30,48836.0,2,31486.0,1.0
76.0,56.0,56.0,76.0,132.0,11460.0,10.10.10.10,10.10.10.30,42412.0,2,31487.0,1.0
76.0,56.0,56.0,76.0,132.0,11130.0,10.10.10.10,10.10.10.30,53538.0,2,31488.0,1.0
76.0,56.0,56.0,76.0,132.0,10740.0,10.10.10.10,10.10.10.30,37166.0,2,31489.0,1.0
76.0,56.0,56.0,76.0,132.0,10920.0,10.10.10.10,10.10.10.30,54422.0,2,31490.0,1.0
76.0,56.0,56.0,76.0,132.0,11080.0,10.10.10.10,10.10.10.30,41926.0,2,31491.0,1.0
76.0,56.0,56.0,76.0,132.0,11190.0,10.10.10.10,10.10.10.30,41968.0,2,31492.0,1.0
76.0,56.0,56.0,76.0,132.0,10930.0,10.10.10.10,10.10.10.30,43932.0,2,31493.0,1.0
76.0,56.0,56.0,76.0,132.0,13260.0,10.10.10.10,10.10.10.30,39742.0,2,31494.0,1.0
76.0,56.0,56.0,76.0,132.0,11050.0,10.10.10.10,10.10.10.30,38682.0,2,31495.0,1.0
76.0,56.0,56.0,76.0,132.0,10960.0,10.10.10.10,10.10.10.30,42614.0,2,31496.0,1.0
76.0,56.0,56.0,76.0,132.0,10870.0,10.10.10.10,10.10.10.30,45548.0,2,31497.0,1.0
76.0,56.0,56.0,76.0,132.0,11130.0,10.10.10.10,10.10.10.30,47870.0,2,31498.0,1.0
76.0,56.0,56.0,76.0,132.0,11010.0,10.10.10.10,10.10.10.30,47926.0,2,31499.0,1.0
76.0,56.0,56.0,76.0,132.0,10990.0,10.10.10.10,10.10.10.30,60378.0,2,31500.0,1.0
76.0,56.0,56.0,76.0,132.0,11220.0,10.10.10.10,10.10.10.30,52242.0,2,31501.0,1.0
76.0,56.0,56.0,76.0,132.0,14240.0,10.10.10.10,10.10.10.30,53254.0,2,31502.0,1.0
76.0,56.0,56.0,76.0,132.0,13200.0,10.10.10.10,10.10.10.30,53334.0,2,31503.0,1.0
76.0,56.0,56.0,76.0,132.0,15090.0,10.10.10.10,10.10.10.30,52672.0,2,31504.0,1.0
76.0,56.0,56.0,76.0,132.0,20300.0,10.10.10.10,10.10.10.30,51508.0,2,31505.0,1.0
76.0,56.0,56.0,76.0,132.0,11950.0,10.10.10.10,10.10.10.30,50812.0,2,31506.0,1.0
76.0,56.0,56.0,76.0,132.0,13040.0,10.10.10.10,10.10.10.30,33568.0,2,31507.0,1.0
76.0,56.0,56.0,76.0,132.0,14040.0,10.10.10.10,10.10.10.30,33166.0,2,31508.0,1.0
76.0,56.0,56.0,76.0,132.0,13280.0,10.10.10.10,10.10.10.30,49536.0,2,31509.0,1.0
76.0,56.0,56.0,76.0,132.0,1978718.0,10.10.10.10,10.10.10.30,37966.0,2,31510.0,1.0
76.0,56.0,56.0,76.0,132.0,8090.0,10.10.10.10,10.10.10.30,48324.0,2,31511.0,1.0
76.0,56.0,56.0,76.0,132.0,10280.0,10.10.10.10,10.10.10.30,57446.0,2,31512.0,1.0
76.0,56.0,56.0,76.0,132.0,7130.0,10.10.10.10,10.10.10.30,45382.0,2,31513.0,1.0
76.0,56.0,56.0,76.0,132.0,6790.0,10.10.10.10,10.10.10.30,56132.0,2,31514.0,1.0
76.0,56.0,56.0,76.0,132.0,6710.0,10.10.10.10,10.10.10.30,49958.0,2,31515.0,1.0
76.0,56.0,56.0,76.0,132.0,7820.0,10.10.10.10,10.10.10.30,52122.0,2,31516.0,1.0
76.0,56.0,56.0,76.0,132.0,6670.0,10.10.10.10,10.10.10.30,44506.0,2,31517.0,1.0
76.0,56.0,56.0,76.0,132.0,6540.0,10.10.10.10,10.10.10.30,59178.0,2,31518.0,1.0
76.0,56.0,56.0,76.0,132.0,6540.0,10.10.10.10,10.10.10.30,42556.0,2,31519.0,1.0
76.0,56.0,56.0,76.0,132.0,7440.0,10.10.10.10,10.10.10.30,43306.0,2,31520.0,1.0
76.0,56.0,56.0,76.0,132.0,6380.0,10.10.10.10,10.10.10.30,38196.0,2,31521.0,1.0
76.0,56.0,56.0,76.0,132.0,7480.0,10.10.10.10,10.10.10.30,52186.0,2,31522.0,1.0
76.0,56.0,56.0,76.0,132.0,7550.0,10.10.10.10,10.10.10.30,40940.0,2,31523.0,1.0
76.0,56.0,56.0,76.0,132.0,7590.0,10.10.10.10,10.10.10.30,56518.0,2,31524.0,1.0
76.0,56.0,56.0,76.0,132.0,6600.0,10.10.10.10,10.10.10.30,57410.0,2,31525.0,1.0
76.0,56.0,56.0,76.0,132.0,6420.0,10.10.10.10,10.10.10.30,55796.0,2,31526.0,1.0
76.0,56.0,56.0,76.0,132.0,6390.0,10.10.10.10,10.10.10.30,52100.0,2,31527.0,1.0
76.0,56.0,56.0,76.0,132.0,7420.0,10.10.10.10,10.10.10.30,33804.0,2,31528.0,1.0
76.0,56.0,56.0,76.0,132.0,6900.0,10.10.10.10,10.10.10.30,48510.0,2,31529.0,1.0
76.0,56.0,56.0,76.0,132.0,6680.0,10.10.10.10,10.10.10.30,35984.0,2,31530.0,1.0
76.0,56.0,56.0,76.0,132.0,6470.0,10.10.10.10,10.10.10.30,37568.0,2,31531.0,1.0
76.0,56.0,56.0,76.0,132.0,9190.0,10.10.10.10,10.10.10.30,35336.0,2,31532.0,1.0
76.0,56.0,56.0,76.0,132.0,6520.0,10.10.10.10,10.10.10.30,58932.0,2,31533.0,1.0
76.0,56.0,56.0,76.0,132.0,6250.0,10.10.10.10,10.10.10.30,46376.0,2,31534.0,1.0
76.0,56.0,56.0,76.0,132.0,6440.0,10.10.10.10,10.10.10.30,36112.0,2,31535.0,1.0
76.0,56.0,56.0,76.0,132.0,7150.0,10.10.10.10,10.10.10.30,46230.0,2,31536.0,1.0
76.0,56.0,56.0,76.0,132.0,6810.0,10.10.10.10,10.10.10.30,36884.0,2,31537.0,1.0
76.0,56.0,56.0,76.0,132.0,6260.0,10.10.10.10,10.10.10.30,38442.0,2,31538.0,1.0
76.0,56.0,56.0,76.0,132.0,7220.0,10.10.10.10,10.10.10.30,43950.0,2,31539.0,1.0
76.0,56.0,56.0,76.0,132.0,7340.0,10.10.10.10,10.10.10.30,57234.0,2,31540.0,1.0
76.0,56.0,56.0,76.0,132.0,6330.0,10.10.10.10,10.10.10.30,48902.0,2,31541.0,1.0
76.0,56.0,56.0,76.0,132.0,6350.0,10.10.10.10,10.10.10.30,42324.0,2,31542.0,1.0
76.0,56.0,56.0,76.0,132.0,6460.0,10.10.10.10,10.10.10.30,57760.0,2,31543.0,1.0
76.0,56.0,56.0,76.0,132.0,7800.0,10.10.10.10,10.10.10.30,54896.0,2,31544.0,1.0
76.0,56.0,56.0,76.0,132.0,6700.0,10.10.10.10,10.10.10.30,38890.0,2,31545.0,1.0
76.0,56.0,56.0,76.0,132.0,6330.0,10.10.10.10,10.10.10.30,50508.0,2,31546.0,1.0
76.0,56.0,56.0,76.0,132.0,6310.0,10.10.10.10,10.10.10.30,42156.0,2,31547.0,1.0
76.0,56.0,56.0,76.0,132.0,7490.0,10.10.10.10,10.10.10.30,53588.0,2,31548.0,1.0
76.0,56.0,56.0,76.0,132.0,6430.0,10.10.10.10,10.10.10.30,57278.0,2,31549.0,1.0
76.0,56.0,56.0,76.0,132.0,6330.0,10.10.10.10,10.10.10.30,49442.0,2,31550.0,1.0
76.0,56.0,56.0,76.0,132.0,6400.0,10.10.10.10,10.10.10.30,33120.0,2,31551.0,1.0
76.0,56.0,56.0,76.0,132.0,7220.0,10.10.10.10,10.10.10.30,52442.0,2,31552.0,1.0
76.0,56.0,56.0,76.0,132.0,6260.0,10.10.10.10,10.10.10.30,40388.0,2,31553.0,1.0
76.0,56.0,56.0,76.0,132.0,6570.0,10.10.10.10,10.10.10.30,57928.0,2,31554.0,1.0
76.0,56.0,56.0,76.0,132.0,6440.0,10.10.10.10,10.10.10.30,59006.0,2,31555.0,1.0
76.0,56.0,56.0,76.0,132.0,18550.0,10.10.10.10,10.10.10.30,36468.0,2,31556.0,1.0
76.0,56.0,56.0,76.0,132.0,6930.0,10.10.10.10,10.10.10.30,45950.0,2,31557.0,1.0
76.0,56.0,56.0,76.0,132.0,6380.0,10.10.10.10,10.10.10.30,33804.0,2,31558.0,1.0
76.0,56.0,56.0,76.0,132.0,1933237.0,10.10.10.10,10.10.10.30,44400.0,2,31559.0,1.0
76.0,56.0,56.0,76.0,132.0,16650.0,10.10.10.10,10.10.10.30,53882.0,2,31560.0,1.0
76.0,56.0,56.0,76.0,132.0,12920.0,10.10.10.10,10.10.10.30,40352.0,2,31561.0,1.0
76.0,56.0,56.0,76.0,132.0,12460.0,10.10.10.10,10.10.10.30,41148.0,2,31562.0,1.0
76.0,56.0,56.0,76.0,132.0,12710.0,10.10.10.10,10.10.10.30,40384.0,2,31563.0,1.0
76.0,56.0,56.0,76.0,132.0,12990.0,10.10.10.10,10.10.10.30,47000.0,2,31564.0,1.0
76.0,56.0,56.0,76.0,132.0,12950.0,10.10.10.10,10.10.10.30,55358.0,2,31565.0,1.0
76.0,56.0,56.0,76.0,132.0,13820.0,10.10.10.10,10.10.10.30,58794.0,2,31566.0,1.0
76.0,56.0,56.0,76.0,132.0,19480.0,10.10.10.10,10.10.10.30,60714.0,2,31567.0,1.0
76.0,56.0,56.0,76.0,132.0,11190.0,10.10.10.10,10.10.10.30,48684.0,2,31568.0,1.0
76.0,56.0,56.0,76.0,132.0,13280.0,10.10.10.10,10.10.10.30,54076.0,2,31569.0,1.0
76.0,56.0,56.0,76.0,132.0,12770.0,10.10.10.10,10.10.10.30,43648.0,2,31570.0,1.0
76.0,56.0,56.0,76.0,132.0,14480.0,10.10.10.10,10.10.10.30,53436.0,2,31571.0,1.0
76.0,56.0,56.0,76.0,132.0,15780.0,10.10.10.10,10.10.10.30,41188.0,2,31572.0,1.0
76.0,56.0,56.0,76.0,132.0,56950.0,10.10.10.10,10.10.10.30,52162.0,2,31573.0,1.0
76.0,56.0,56.0,76.0,132.0,11530.0,10.10.10.10,10.10.10.30,35456.0,2,31574.0,1.0
76.0,56.0,56.0,76.0,132.0,12310.0,10.10.10.10,10.10.10.30,35540.0,2,31575.0,1.0
76.0,56.0,56.0,76.0,132.0,13860.0,10.10.10.10,10.10.10.30,35714.0,2,31576.0,1.0
76.0,56.0,56.0,76.0,132.0,10600.0,10.10.10.10,10.10.10.30,57132.0,2,31577.0,1.0
76.0,56.0,56.0,76.0,132.0,28650.0,10.10.10.10,10.10.10.30,53630.0,2,31578.0,1.0
76.0,56.0,56.0,76.0,132.0,10970.0,10.10.10.10,10.10.10.30,37396.0,2,31579.0,1.0
76.0,56.0,56.0,76.0,132.0,10700.0,10.10.10.10,10.10.10.30,33490.0,2,31580.0,1.0
76.0,56.0,56.0,76.0,132.0,13790.0,10.10.10.10,10.10.10.30,47918.0,2,31581.0,1.0
76.0,56.0,56.0,76.0,132.0,16330.0,10.10.10.10,10.10.10.30,36236.0,2,31582.0,1.0
76.0,56.0,56.0,76.0,132.0,13000.0,10.10.10.10,10.10.10.30,54116.0,2,31583.0,1.0
76.0,56.0,56.0,76.0,132.0,10730.0,10.10.10.10,10.10.10.30,57614.0,2,31584.0,1.0
76.0,56.0,56.0,76.0,132.0,10960.0,10.10.10.10,10.10.10.30,38712.0,2,31585.0,1.0
76.0,56.0,56.0,76.0,132.0,14020.0,10.10.10.10,10.10.10.30,44180.0,2,31586.0,1.0
76.0,56.0,56.0,76.0,132.0,13830.0,10.10.10.10,10.10.10.30,37912.0,2,31587.0,1.0
76.0,56.0,56.0,76.0,132.0,10980.0,10.10.10.10,10.10.10.30,47214.0,2,31588.0,1.0
76.0,56.0,56.0,76.0,132.0,11050.0,10.10.10.10,10.10.10.30,58218.0,2,31589.0,1.0
76.0,56.0,56.0,76.0,132.0,11780.0,10.10.10.10,10.10.10.30,59512.0,2,31590.0,1.0
76.0,56.0,56.0,76.0,132.0,10420.0,10.10.10.10,10.10.10.30,36804.0,2,31591.0,1.0
76.0,56.0,56.0,76.0,132.0,10870.0,10.10.10.10,10.10.10.30,34758.0,2,31592.0,1.0
76.0,56.0,56.0,76.0,132.0,10209.0,10.10.10.10,10.10.10.30,36884.0,2,31593.0,1.0
76.0,56.0,56.0,76.0,132.0,10600.0,10.10.10.10,10.10.10.30,51646.0,2,31594.0,1.0
76.0,56.0,56.0,76.0,132.0,11940.0,10.10.10.10,10.10.10.30,43646.0,2,31595.0,1.0
76.0,56.0,56.0,76.0,132.0,10910.0,10.10.10.10,10.10.10.30,48652.0,2,31596.0,1.0
76.0,56.0,56.0,76.0,132.0,11300.0,10.10.10.10,10.10.10.30,45238.0,2,31597.0,1.0
76.0,56.0,56.0,76.0,132.0,14600.0,10.10.10.10,10.10.10.30,38590.0,2,31598.0,1.0
76.0,56.0,56.0,76.0,132.0,7300.0,10.10.10.10,10.10.10.30,46502.0,2,31599.0,1.0
76.0,56.0,56.0,76.0,132.0,6600.0,10.10.10.10,10.10.10.30,36656.0,2,31600.0,1.0
76.0,56.0,56.0,76.0,132.0,165110.0,10.10.10.10,10.10.10.30,57950.0,2,31601.0,1.0
76.0,56.0,56.0,76.0,132.0,9490.0,10.10.10.10,10.10.10.30,59090.0,2,31602.0,1.0
76.0,56.0,56.0,76.0,132.0,8760.0,10.10.10.10,10.10.10.30,55958.0,2,31603.0,1.0
76.0,56.0,56.0,76.0,132.0,9000.0,10.10.10.10,10.10.10.30,53964.0,2,31604.0,1.0
76.0,56.0,56.0,76.0,132.0,6610.0,10.10.10.10,10.10.10.30,40370.0,2,31605.0,1.0
76.0,56.0,56.0,76.0,132.0,7350.0,10.10.10.10,10.10.10.30,41434.0,2,31606.0,1.0
76.0,56.0,56.0,76.0,132.0,22620.0,10.10.10.10,10.10.10.30,42174.0,2,31607.0,1.0
76.0,56.0,56.0,76.0,132.0,17980.0,10.10.10.10,10.10.10.30,38294.0,2,31608.0,1.0
76.0,56.0,56.0,76.0,132.0,15610.0,10.10.10.10,10.10.10.30,44764.0,2,31609.0,1.0
76.0,56.0,56.0,76.0,132.0,11410.0,10.10.10.10,10.10.10.30,39278.0,2,31610.0,1.0
76.0,56.0,56.0,76.0,132.0,8150.0,10.10.10.10,10.10.10.30,35236.0,2,31611.0,1.0
76.0,56.0,56.0,76.0,132.0,13670.0,10.10.10.10,10.10.10.30,50314.0,2,31612.0,1.0
76.0,56.0,56.0,76.0,132.0,63820.0,10.10.10.10,10.10.10.30,41186.0,2,31613.0,1.0
76.0,56.0,56.0,76.0,132.0,9290.0,10.10.10.10,10.10.10.30,58774.0,2,31614.0,1.0
76.0,56.0,56.0,76.0,132.0,9300.0,10.10.10.10,10.10.10.30,52784.0,2,31615.0,1.0
76.0,56.0,56.0,76.0,132.0,6570.0,10.10.10.10,10.10.10.30,58954.0,2,31616.0,1.0
76.0,56.0,56.0,76.0,132.0,7490.0,10.10.10.10,10.10.10.30,47724.0,2,31617.0,1.0
76.0,56.0,56.0,76.0,132.0,6780.0,10.10.10.10,10.10.10.30,57568.0,2,31618.0,1.0
76.0,56.0,56.0,76.0,132.0,8570.0,10.10.10.10,10.10.10.30,60686.0,2,31619.0,1.0
76.0,56.0,56.0,76.0,132.0,6609.0,10.10.10.10,10.10.10.30,39308.0,2,31620.0,1.0
76.0,56.0,56.0,76.0,132.0,6410.0,10.10.10.10,10.10.10.30,36122.0,2,31621.0,1.0
76.0,56.0,56.0,76.0,132.0,6550.0,10.10.10.10,10.10.10.30,38904.0,2,31622.0,1.0
76.0,56.0,56.0,76.0,132.0,8950.0,10.10.10.10,10.10.10.30,47660.0,2,31623.0,1.0
76.0,56.0,56.0,76.0,132.0,6580.0,10.10.10.10,10.10.10.30,50060.0,2,31624.0,1.0
76.0,56.0,56.0,76.0,132.0,6880.0,10.10.10.10,10.10.10.30,41518.0,2,31625.0,1.0
76.0,56.0,56.0,76.0,132.0,41640.0,10.10.10.10,10.10.10.30,34012.0,2,31626.0,1.0
76.0,56.0,56.0,76.0,132.0,9820.0,10.10.10.10,10.10.10.30,54930.0,2,31627.0,1.0
76.0,56.0,56.0,76.0,132.0,6780.0,10.10.10.10,10.10.10.30,48112.0,2,31628.0,1.0
76.0,56.0,56.0,76.0,132.0,19410.0,10.10.10.10,10.10.10.30,48892.0,2,31629.0,1.0
76.0,56.0,56.0,76.0,132.0,6600.0,10.10.10.10,10.10.10.30,49084.0,2,31630.0,1.0
76.0,56.0,56.0,76.0,132.0,8300.0,10.10.10.10,10.10.10.30,50788.0,2,31631.0,1.0
76.0,56.0,56.0,76.0,132.0,6770.0,10.10.10.10,10.10.10.30,55610.0,2,31632.0,1.0
76.0,56.0,56.0,76.0,132.0,19600.0,10.10.10.10,10.10.10.30,54192.0,2,31633.0,1.0
76.0,56.0,56.0,76.0,132.0,12620.0,10.10.10.10,10.10.10.30,39980.0,2,31634.0,1.0
76.0,56.0,56.0,76.0,132.0,14500.0,10.10.10.10,10.10.10.30,48786.0,2,31635.0,1.0
76.0,56.0,56.0,76.0,132.0,13510.0,10.10.10.10,10.10.10.30,41702.0,2,31636.0,1.0
76.0,56.0,56.0,76.0,132.0,7660.0,10.10.10.10,10.10.10.30,54054.0,2,31637.0,1.0
76.0,56.0,56.0,76.0,132.0,93359.0,10.10.10.10,10.10.10.30,46708.0,2,31638.0,1.0
76.0,56.0,56.0,76.0,132.0,8740.0,10.10.10.10,10.10.10.30,39856.0,2,31639.0,1.0
